NN_dim,CART_depth,seed,min_samples_leaf,train_acc,test_acc,train_time
100,5,0,1,0.8676470588235294,0.8245614035087719,2.994094133377075
100,5,1,1,0.8779411764705882,0.7777777777777778,2.839440107345581
100,5,2,1,0.8676470588235294,0.8304093567251462,3.306124210357666
100,5,3,1,0.8676470588235294,0.8654970760233918,2.54056715965271
100,7,0,6,0.925,0.8713450292397661,4.801797151565552
100,7,1,6,0.9279411764705883,0.7777777777777778,4.311158895492554
100,7,2,1,0.9352941176470588,0.847953216374269,4.959309101104736
100,7,3,1,0.9279411764705883,0.9005847953216374,5.269458770751953
